"","waic1","wbic1","waic2","wbic2"
"1",0.809438971388845,74.635590309013,0.561098864592428,49.9418100789549
"2",0.712204748492314,65.1391305501455,0.673269397985304,53.8825073581671
"3",0.788072143244431,71.2878349794649,0.437782421764767,39.6924089435027
"4",0.813404757895855,76.1033283233381,0.619621089051822,53.5561055351733
"5",1.13826128643881,108.106287631933,0.601346267664522,53.3804321280374
"6",0.54671170641475,48.5860940937061,0.418920750829138,35.1846153090728
"7",0.557949874312505,49.2392241156337,0.482911541029774,42.8071191007707
"8",0.932792153713877,88.2350276229753,0.5929625099375,53.2162081548489
"9",1.03420628605373,91.7207448788889,0.647450232447673,54.8096276557766
"10",0.411210599765248,35.144006411826,0.489610462382697,42.0387753875444
"11",0.712853095854051,64.4232126229584,0.535078956715204,46.8450028695089
"12",0.93277100551133,86.6472065790593,0.690850747718774,53.2647932884234
"13",0.748279078723837,67.1318732790039,0.420821615754906,39.5791078414607
"14",0.885430744880708,82.2302400471862,1.02864739346953,76.3821143174132
"15",0.943668038128455,88.1471281918701,0.569811891076733,49.3635417782204
"16",0.623455619942244,55.1708405428159,0.580823264797575,46.4239257522432
"17",0.860958759229994,80.2624501164562,0.637859137911873,54.6800085929523
"18",0.973553616763589,91.9484090907627,0.703625305819793,59.070905863069
"19",0.978006493922,91.4471540852492,0.694944685209897,56.2992079284977
"20",0.40282581647292,34.2994663864741,0.406175142094193,36.2241710219005
"21",1.02711034484786,96.6833695377448,0.749494998527302,60.9724990000389
"22",0.6190823502412,55.3628393079528,0.607657844215051,46.6557914842901
"23",0.714533801682057,64.4629452725817,0.423688903239555,37.4912927463283
"24",0.229830357486266,17.1824134515727,0.455378713352158,39.0337424741932
"25",0.621067049543752,55.2913321989719,1.0501734464317,74.6223371093615
"26",0.441607177727046,36.0055556923615,0.476229639496489,34.0634143162985
"27",0.288344611118751,22.3188215395317,0.851685267864119,58.3405157996283
"28",0.698315271254855,62.9655731613227,0.642030656008658,51.0816632963445
"29",0.843727664985402,78.2007046849514,0.560258961756635,49.2758460497622
"30",0.687898737642585,63.306991954214,0.446535536573928,41.0223969969492
"31",0.631450141187681,56.6749350401708,0.587059847597711,48.8009797236461
"32",0.8492563655586,78.2489008839187,0.856235267222678,62.447849944396
"33",0.508849211135648,43.1170236828039,0.861000369151294,66.1011915564582
"34",0.513214734253042,44.6587579305808,0.386043119374716,34.2777666882919
"35",0.677632412201484,58.2136613910219,0.891805391721492,52.0732326271037
"36",0.648710433822718,57.9267154495194,0.604549141958716,49.3047054013452
"37",1.03286505678099,96.7851645489113,0.552394333137364,50.3331403584855
"38",0.851922220692522,79.0225076158689,0.52122495846855,47.1992126675653
"39",0.803843156391545,72.5641978201994,0.666216168122071,48.7271007919128
"40",0.892382477523887,82.6919359764603,0.687441775018189,54.5104775694304
"41",0.573445165397902,50.8480363529927,0.405416087141953,37.7393311908617
"42",0,0,0,0
"43",0,0,0,0
"44",0,0,0,0
"45",0,0,0,0
"46",0,0,0,0
"47",0,0,0,0
"48",0,0,0,0
"49",0,0,0,0
"50",0,0,0,0
"51",0,0,0,0
"52",0,0,0,0
"53",0,0,0,0
"54",0,0,0,0
"55",0,0,0,0
"56",0,0,0,0
"57",0,0,0,0
"58",0,0,0,0
"59",0,0,0,0
"60",0,0,0,0
"61",0,0,0,0
"62",0,0,0,0
"63",0,0,0,0
"64",0,0,0,0
"65",0,0,0,0
"66",0,0,0,0
"67",0,0,0,0
"68",0,0,0,0
"69",0,0,0,0
"70",0,0,0,0
"71",0,0,0,0
"72",0,0,0,0
"73",0,0,0,0
"74",0,0,0,0
"75",0,0,0,0
"76",0,0,0,0
"77",0,0,0,0
"78",0,0,0,0
"79",0,0,0,0
"80",0,0,0,0
"81",0,0,0,0
"82",0,0,0,0
"83",0,0,0,0
"84",0,0,0,0
"85",0,0,0,0
"86",0,0,0,0
"87",0,0,0,0
"88",0,0,0,0
"89",0,0,0,0
"90",0,0,0,0
"91",0,0,0,0
"92",0,0,0,0
"93",0,0,0,0
"94",0,0,0,0
"95",0,0,0,0
"96",0,0,0,0
"97",0,0,0,0
"98",0,0,0,0
"99",0,0,0,0
"100",0,0,0,0
